osm_id,mean_elevation (m),mean_slope,mean_precipitation (mm),imperviousness_values,flooded,elevation,slope,precipitation,permeability
585756181,10.93,5.61,22.13,130,0,0.04,0.27,6.12,7.53
270570589,24.40,10.86,17.11,129,0,0.10,0.53,4.59,7.55
255186339,11.26,5.98,19.75,129,0,0.04,0.29,5.39,7.55
630428434,5.51,3.79,21.94,129,0,0.02,0.18,6.06,7.55
254994087,5.00,3.94,28.46,129,0,0.02,0.19,8.05,7.55
751609984,6.76,4.59,28.46,129,0,0.03,0.22,8.05,7.55
90345670,7.58,4.17,11.61,128,0,0.03,0.20,2.91,7.57
216707922,9.50,3.16,17.01,128,0,0.04,0.15,4.56,7.57
363214996,13.26,6.44,25.70,128,0,0.05,0.31,7.21,7.57
290187666,42.11,7.71,15.39,127,0,0.17,0.37,4.07,7.59
744809411,38.84,8.15,17.72,126,0,0.15,0.39,4.77,7.61
136537471,9.92,5.21,23.24,125,0,0.04,0.25,6.46,7.63
90345663,9.26,2.97,11.61,124,0,0.04,0.14,2.91,7.65
294267744,9.12,3.39,21.94,124,0,0.04,0.16,6.06,7.65
240180784,12.84,6.39,25.06,124,0,0.05,0.31,7.01,7.65
89386161,7.50,3.75,28.46,124,0,0.03,0.18,8.05,7.65
265772992,29.00,4.64,14.06,123,0,0.12,0.22,3.66,7.67
1033861838,15.67,6.63,16.26,122,0,0.06,0.32,4.33,7.69
62022675,25.27,8.09,16.86,122,0,0.10,0.39,4.51,7.69
289337904,10.76,2.73,22.23,122,0,0.04,0.13,6.15,7.69
453494190,9.02,3.35,28.46,122,0,0.04,0.16,8.05,7.69
140354684,8.80,3.81,11.61,121,0,0.03,0.18,2.91,7.70
798022432,8.12,4.99,11.61,121,0,0.03,0.24,2.91,7.70
761168241,10.93,5.27,18.97,121,0,0.04,0.25,5.15,7.70
256265536,11.62,4.54,24.31,121,0,0.05,0.22,6.78,7.70
49013476,5.24,3.78,25.20,121,0,0.02,0.18,7.05,7.70
133977234,11.24,4.91,25.70,121,0,0.04,0.24,7.21,7.70
136532838,13.54,6.17,16.26,120,0,0.05,0.30,4.33,7.72
285884844,6.93,3.20,21.94,120,0,0.03,0.15,6.06,7.72
1018338141,10.93,3.30,23.24,120,0,0.04,0.16,6.46,7.72
207606993,10.39,2.52,25.70,120,0,0.04,0.12,7.21,7.72
622943526,11.88,3.25,25.70,120,0,0.05,0.15,7.21,7.72
684053915,8.08,3.61,27.08,120,0,0.03,0.17,7.63,7.72
48835306,6.40,5.51,28.46,120,0,0.03,0.27,8.05,7.72
310396878,16.62,7.05,29.48,120,0,0.07,0.34,8.36,7.72
236073182,12.58,3.77,16.26,119,0,0.05,0.18,4.33,7.74
289320864,7.67,2.52,17.01,119,0,0.03,0.12,4.56,7.74
798913578,8.71,2.94,18.18,119,0,0.03,0.14,4.92,7.74
983092198,10.24,3.83,20.71,119,0,0.04,0.18,5.69,7.74
746286151,8.28,2.73,21.94,119,0,0.03,0.13,6.06,7.74
1078451018,3.50,5.09,28.46,119,0,0.01,0.24,8.05,7.74
49133906,11.97,2.56,25.06,118,0,0.05,0.12,7.01,7.76
101555273,11.14,4.63,25.70,118,0,0.04,0.22,7.21,7.76
307938586,26.36,7.59,20.98,117,0,0.10,0.37,5.77,7.78
475140638,18.70,5.16,25.70,117,0,0.07,0.25,7.21,7.78
585847790,10.71,4.64,26.38,117,0,0.04,0.22,7.41,7.78
1016620265,20.32,4.22,28.28,117,0,0.08,0.20,7.99,7.78
453519242,8.17,2.93,28.46,117,0,0.03,0.14,8.05,7.78
90345653,9.08,5.01,11.61,116,0,0.04,0.24,2.91,7.80
45726323,17.15,4.24,17.11,116,0,0.07,0.20,4.59,7.80
133991766,11.86,3.85,20.83,116,0,0.05,0.18,5.72,7.80
1036712984,14.65,4.55,21.68,116,0,0.06,0.22,5.98,7.80
48950843,3.66,5.28,28.46,116,0,0.01,0.25,8.05,7.80
37040836,9.18,3.44,17.01,115,0,0.04,0.16,4.56,7.82
136532835,9.71,6.36,25.06,115,0,0.04,0.31,7.01,7.82
453496999,8.04,2.99,28.46,115,0,0.03,0.14,8.05,7.82
453474350,10.44,3.30,28.46,115,0,0.04,0.16,8.05,7.82
1043637186,12.54,4.37,28.45,114,0,0.05,0.21,8.04,7.84
851972841,16.07,4.45,28.45,114,0,0.06,0.21,8.04,7.84
239764322,2.37,4.11,31.39,114,0,0.01,0.20,8.94,7.84
619440375,6.68,4.34,13.21,113,0,0.03,0.21,3.40,7.86
1039016180,26.93,8.72,15.96,113,0,0.11,0.42,4.24,7.86
622600154,13.88,4.06,18.97,113,0,0.05,0.19,5.15,7.86
1013173731,19.88,4.52,19.30,113,0,0.08,0.22,5.26,7.86
755799944,7.90,4.29,21.94,113,0,0.03,0.21,6.06,7.86
640747019,6.19,4.09,28.46,113,0,0.02,0.20,8.05,7.86
288780494,6.38,4.26,28.46,113,0,0.03,0.20,8.05,7.86
881711074,6.38,4.76,28.46,113,0,0.03,0.23,8.05,7.86
180202675,7.75,3.35,21.94,112,0,0.03,0.16,6.06,7.87
136524832,35.03,8.87,24.61,112,0,0.14,0.43,6.87,7.87
88238928,17.51,6.31,16.26,111,0,0.07,0.30,4.33,7.89
46513122,6.15,3.72,21.94,111,0,0.02,0.18,6.06,7.89
180217541,8.08,4.72,21.94,111,0,0.03,0.23,6.06,7.89
825710918,10.83,4.70,26.38,111,0,0.04,0.23,7.41,7.89
383247830,21.00,9.39,31.39,110,0,0.08,0.46,8.94,7.91
49063135,24.77,8.58,15.16,109,0,0.10,0.42,3.99,7.93
25406195,9.65,4.36,18.78,109,0,0.04,0.21,5.10,7.93
96075226,3.18,2.72,20.83,109,0,0.01,0.13,5.72,7.93
622930810,18.22,4.74,25.70,109,0,0.07,0.23,7.21,7.93
881711070,6.42,4.05,28.46,109,0,0.03,0.19,8.05,7.93
895419551,8.83,4.88,11.61,108,0,0.03,0.23,2.91,7.95
1038662803,10.08,5.87,16.26,108,0,0.04,0.28,4.33,7.95
288148376,25.93,14.43,17.11,108,0,0.10,0.70,4.59,7.95
440733544,20.08,4.55,20.08,108,0,0.08,0.22,5.49,7.95
88532526,11.23,4.33,20.71,108,0,0.04,0.21,5.69,7.95
46513144,3.14,2.65,20.83,108,0,0.01,0.12,5.72,7.95
1007113838,8.27,3.88,21.94,108,0,0.03,0.19,6.06,7.95
180217542,8.17,4.27,21.94,108,0,0.03,0.20,6.06,7.95
1011679141,14.79,6.29,25.70,108,0,0.06,0.30,7.21,7.95
140354680,8.28,3.69,11.61,107,0,0.03,0.18,2.91,7.97
311112387,18.00,9.27,16.26,107,0,0.07,0.45,4.33,7.97
140126574,8.00,3.84,11.61,106,0,0.03,0.18,2.91,7.99
798022430,9.40,4.06,11.61,106,0,0.04,0.19,2.91,7.99
389548371,32.56,8.67,16.61,106,0,0.13,0.42,4.44,7.99
53017479,8.14,4.87,16.78,106,0,0.03,0.23,4.49,7.99
276753167,17.49,6.90,17.11,106,0,0.07,0.33,4.59,7.99
736473262,22.44,5.89,25.70,106,0,0.09,0.28,7.21,7.99
378399004,17.02,6.15,29.48,106,0,0.07,0.30,8.36,7.99
265226535,28.53,5.07,14.06,105,0,0.11,0.24,3.66,8.01
1101724957,27.40,8.80,19.30,105,0,0.11,0.43,5.26,8.01
254100552,8.31,3.04,24.31,105,0,0.03,0.14,6.78,8.01
738438317,19.48,7.67,25.70,105,0,0.08,0.37,7.21,8.01
236004498,6.63,5.94,28.46,105,0,0.03,0.29,8.05,8.01
825809756,8.22,3.48,16.09,104,0,0.03,0.17,4.28,8.03
915510123,1.66,3.66,16.26,104,0,0.01,0.17,4.33,8.03
494351378,16.83,5.88,19.30,104,0,0.07,0.28,5.26,8.03
221604576,19.93,3.94,24.31,104,0,0.08,0.19,6.78,8.03
539166092,22.68,6.21,29.48,104,0,0.09,0.30,8.36,8.03
1017790245,8.64,2.84,11.61,103,0,0.03,0.13,2.91,8.05
90346579,9.95,3.45,11.61,103,0,0.04,0.16,2.91,8.05
45726369,25.41,6.30,18.26,103,0,0.10,0.30,4.94,8.05
180233576,4.05,3.05,11.61,102,0,0.02,0.14,2.91,8.06
991855730,17.97,12.06,18.62,102,0,0.07,0.59,5.05,8.06
31855760,9.70,3.90,20.56,102,0,0.04,0.19,5.64,8.06
255398269,10.97,3.69,21.68,102,0,0.04,0.18,5.98,8.06
180350924,10.70,11.22,25.20,102,0,0.04,0.55,7.05,8.06
238699148,9.81,3.02,25.70,102,0,0.04,0.14,7.21,8.06
140355302,8.44,3.13,11.61,101,0,0.03,0.15,2.91,8.08
389526147,8.03,3.26,11.61,101,0,0.03,0.16,2.91,8.08
435272013,7.72,3.75,16.78,101,0,0.03,0.18,4.49,8.08
403245408,8.06,3.20,25.20,101,0,0.03,0.15,7.05,8.08
238699939,10.03,2.62,25.70,101,0,0.04,0.12,7.21,8.08
238698750,11.81,4.04,25.70,101,0,0.05,0.19,7.21,8.08
237552562,9.00,4.78,16.26,100,0,0.04,0.23,4.33,8.10
558716734,10.56,2.56,18.18,100,0,0.04,0.12,4.92,8.10
235573429,17.38,6.60,19.08,100,0,0.07,0.32,5.19,8.10
622627056,13.76,5.10,19.75,100,0,0.05,0.25,5.39,8.10
734401585,14.94,5.69,20.98,100,0,0.06,0.27,5.77,8.10
495106961,9.30,3.28,21.68,100,0,0.04,0.16,5.98,8.10
495106960,11.34,4.08,21.68,100,0,0.04,0.20,5.98,8.10
46513076,3.46,4.60,21.94,100,0,0.01,0.22,6.06,8.10
438428972,9.89,4.48,25.70,100,0,0.04,0.21,7.21,8.10
140163068,21.25,6.68,27.08,100,0,0.08,0.32,7.63,8.10
1015002637,5.95,4.19,28.46,100,0,0.02,0.20,8.05,8.10
619476707,3.83,4.22,13.14,99,0,0.02,0.20,3.38,8.12
46513204,8.47,6.33,13.30,99,0,0.03,0.31,3.43,8.12
169356468,11.25,3.40,18.18,99,0,0.04,0.16,4.92,8.12
1190558381,12.06,4.88,19.70,99,0,0.05,0.23,5.38,8.12
197825163,20.38,6.94,25.70,99,0,0.08,0.34,7.21,8.12
1021131245,8.26,3.01,13.21,98,0,0.03,0.14,3.40,8.14
288145237,35.84,11.77,13.90,98,0,0.14,0.57,3.61,8.14
288951462,1485.30,16.86,16.36,98,0,5.90,0.82,4.36,8.14
599124728,7.31,3.57,18.18,98,0,0.03,0.17,4.92,8.14
255398264,9.22,3.11,21.68,98,0,0.04,0.15,5.98,8.14
323571311,6.22,3.76,28.46,98,0,0.02,0.18,8.05,8.14
48951485,7.79,4.50,28.46,98,0,0.03,0.22,8.05,8.14
255177402,17.78,3.54,16.26,97,0,0.07,0.17,4.33,8.16
852781666,23.49,6.32,19.30,97,0,0.09,0.31,5.26,8.16
48932592,8.63,3.22,21.94,97,0,0.03,0.15,6.06,8.16
494617674,6.52,3.70,21.94,97,0,0.03,0.18,6.06,8.16
495208512,10.26,4.29,23.24,97,0,0.04,0.21,6.46,8.16
494183708,14.19,3.63,25.70,97,0,0.06,0.17,7.21,8.16
1021387212,10.32,3.89,28.45,97,0,0.04,0.19,8.04,8.16
97248961,5.21,4.90,11.61,96,0,0.02,0.24,2.91,8.18
289334181,9.23,3.03,17.00,96,0,0.04,0.14,4.56,8.18
623290392,21.46,4.69,19.30,96,0,0.09,0.22,5.26,8.18
46513992,14.51,4.04,21.68,96,0,0.06,0.19,5.98,8.18
65916441,9.63,3.47,21.94,96,0,0.04,0.17,6.06,8.18
235583245,11.26,4.91,22.13,96,0,0.04,0.24,6.12,8.18
525574964,15.09,3.52,25.70,96,0,0.06,0.17,7.21,8.18
133976248,10.67,3.83,25.70,96,0,0.04,0.18,7.21,8.18
238701029,8.32,9.28,16.78,95,0,0.03,0.45,4.49,8.20
310410313,36.85,6.19,19.84,95,0,0.15,0.30,5.42,8.20
566607807,7.91,3.51,25.70,95,0,0.03,0.17,7.21,8.20
566607806,7.84,3.74,25.70,95,0,0.03,0.18,7.21,8.20
255251239,8.48,3.15,13.21,94,0,0.03,0.15,3.40,8.22
440733606,24.54,6.03,29.48,94,0,0.10,0.29,8.36,8.22
46513032,5.13,6.24,11.61,93,0,0.02,0.30,2.91,8.24
619401730,17.76,5.23,13.50,93,0,0.07,0.25,3.49,8.24
495199228,10.73,5.46,16.26,93,0,0.04,0.26,4.33,8.24
891205642,7.63,4.72,19.47,93,0,0.03,0.23,5.31,8.24
255221519,5.98,4.96,19.47,93,0,0.02,0.24,5.31,8.24
935275795,12.26,2.80,21.68,93,0,0.05,0.13,5.98,8.24
90342315,8.41,3.73,16.09,92,0,0.03,0.18,4.28,8.25
304989380,9.24,3.62,18.18,92,0,0.04,0.17,4.92,8.25
775205806,12.92,5.06,18.65,92,0,0.05,0.24,5.06,8.25
757520581,6.93,4.32,21.94,92,0,0.03,0.21,6.06,8.25
65968625,6.15,3.76,28.46,92,0,0.02,0.18,8.05,8.25
288761314,12.12,3.53,6.85,91,0,0.05,0.17,1.46,8.27
25406196,8.57,6.06,11.61,91,0,0.03,0.29,2.91,8.27
207612272,6.87,3.70,13.21,91,0,0.03,0.18,3.40,8.27
955841116,24.90,6.79,18.62,91,0,0.10,0.33,5.05,8.27
991836438,12.08,8.33,18.62,91,0,0.05,0.40,5.05,8.27
288774919,9.66,3.82,20.83,91,0,0.04,0.18,5.72,8.27
1013685812,7.23,2.62,21.94,91,0,0.03,0.12,6.06,8.27
746286157,8.47,3.87,21.94,91,0,0.03,0.18,6.06,8.27
623290394,24.84,3.69,23.87,91,0,0.10,0.18,6.65,8.27
337030195,15.12,3.87,25.70,91,0,0.06,0.18,7.21,8.27
1192380637,11.74,4.11,28.46,91,0,0.05,0.20,8.05,8.27
1016501021,8.67,5.47,17.01,90,0,0.03,0.26,4.56,8.29
90342316,8.69,4.61,20.56,90,0,0.03,0.22,5.64,8.29
238701019,5.88,7.15,21.94,90,0,0.02,0.35,6.06,8.29
1012013615,9.87,4.08,23.24,90,0,0.04,0.20,6.46,8.29
622626297,8.10,4.27,23.24,90,0,0.03,0.20,6.46,8.29
405105333,3.89,3.56,25.20,90,0,0.02,0.17,7.05,8.29
133975777,11.21,3.70,25.70,90,0,0.04,0.18,7.21,8.29
140163062,19.65,5.91,25.70,90,0,0.08,0.28,7.21,8.29
323571309,7.58,3.07,28.46,90,0,0.03,0.15,8.05,8.29
759515643,6.82,5.35,11.61,89,0,0.03,0.26,2.91,8.31
101555318,14.23,6.79,18.62,89,0,0.06,0.33,5.05,8.31
904143500,16.14,13.39,18.62,89,0,0.06,0.65,5.05,8.31
270576091,27.04,8.87,19.54,89,0,0.11,0.43,5.33,8.31
236000746,7.23,2.77,21.94,89,0,0.03,0.13,6.06,8.31
197827533,10.89,3.32,27.08,89,0,0.04,0.16,7.63,8.31
754478291,7.55,3.77,28.46,89,0,0.03,0.18,8.05,8.31
140355310,8.10,2.76,11.61,88,0,0.03,0.13,2.91,8.33
619480541,5.97,3.60,13.07,88,0,0.02,0.17,3.36,8.33
618869479,7.93,2.94,13.21,88,0,0.03,0.14,3.40,8.33
30912686,10.00,3.45,13.21,88,0,0.04,0.16,3.40,8.33
857442655,14.12,9.27,16.26,88,0,0.06,0.45,4.33,8.33
235576710,19.51,5.36,17.78,88,0,0.08,0.26,4.79,8.33
48564387,7.50,3.48,21.94,88,0,0.03,0.17,6.06,8.33
798732324,14.77,5.30,25.70,88,0,0.06,0.25,7.21,8.33
1086178347,21.52,9.05,25.70,88,0,0.09,0.44,7.21,8.33
754478289,7.64,3.49,28.46,88,0,0.03,0.17,8.05,8.33
49014683,3.93,4.34,28.46,88,0,0.02,0.21,8.05,8.33
991855731,27.23,6.96,18.62,87,0,0.11,0.34,5.05,8.35
472215792,12.33,4.20,21.68,87,0,0.05,0.20,5.98,8.35
1038178342,9.10,6.97,21.94,87,0,0.04,0.34,6.06,8.35
438428973,9.55,3.54,21.94,87,0,0.04,0.17,6.06,8.35
101371004,17.65,4.73,15.09,86,0,0.07,0.23,3.97,8.37
475823435,10.50,3.96,16.26,86,0,0.04,0.19,4.33,8.37
1152605203,10.75,5.49,16.26,86,0,0.04,0.26,4.33,8.37
599114794,8.03,4.43,18.18,86,0,0.03,0.21,4.92,8.37
1039245065,16.72,5.28,29.48,86,0,0.07,0.25,8.36,8.37
481321275,9.56,5.79,16.26,85,0,0.04,0.28,4.33,8.39
389517080,9.08,4.49,17.00,85,0,0.04,0.22,4.56,8.39
209966306,17.52,10.82,17.78,85,0,0.07,0.53,4.79,8.39
802448945,15.20,7.77,18.62,85,0,0.06,0.38,5.05,8.39
453497389,7.15,3.18,20.83,85,0,0.03,0.15,5.72,8.39
49015799,6.51,3.92,21.94,85,0,0.03,0.19,6.06,8.39
751832085,11.03,5.73,19.75,84,0,0.04,0.28,5.39,8.41
30921650,8.41,2.88,21.94,84,0,0.03,0.14,6.06,8.41
180200929,8.24,3.10,21.94,84,0,0.03,0.15,6.06,8.41
630428437,6.45,3.40,21.94,84,0,0.03,0.16,6.06,8.41
49015797,6.37,5.32,21.94,84,0,0.03,0.26,6.06,8.41
272363649,9.26,6.15,23.24,84,0,0.04,0.30,6.46,8.41
483229024,10.54,6.98,23.24,84,0,0.04,0.34,6.46,8.41
255394021,9.93,5.23,25.06,84,0,0.04,0.25,7.01,8.41
133979289,10.70,4.05,25.70,84,0,0.04,0.19,7.21,8.41
735031824,7.17,4.80,28.46,84,0,0.03,0.23,8.05,8.41
140126570,8.52,3.57,11.61,83,0,0.03,0.17,2.91,8.43
520044197,10.38,3.93,18.18,83,0,0.04,0.19,4.92,8.43
477879985,20.79,6.86,19.30,83,0,0.08,0.33,5.26,8.43
1013173730,26.68,7.44,19.30,83,0,0.11,0.36,5.26,8.43
475807786,9.30,3.30,21.68,83,0,0.04,0.16,5.98,8.43
1011245150,5.54,3.22,21.94,83,0,0.02,0.15,6.06,8.43
136532839,10.48,4.68,23.24,83,0,0.04,0.22,6.46,8.43
542415842,16.39,2.67,25.70,83,0,0.07,0.13,7.21,8.43
535914537,7.29,3.16,28.46,83,0,0.03,0.15,8.05,8.43
1192845681,6.97,4.81,12.41,82,0,0.03,0.23,3.16,8.44
607559871,8.86,3.79,13.21,82,0,0.04,0.18,3.40,8.44
97252838,9.06,4.47,17.28,82,0,0.04,0.21,4.64,8.44
446981395,9.69,2.99,18.18,82,0,0.04,0.14,4.92,8.44
733479932,1.96,9.57,18.18,82,0,0.01,0.46,4.92,8.44
96073557,9.69,3.69,21.94,82,0,0.04,0.18,6.06,8.44
746835974,7.63,3.77,21.94,82,0,0.03,0.18,6.06,8.44
180345780,2.64,9.29,21.94,82,0,0.01,0.45,6.06,8.44
255207238,10.41,4.05,23.24,82,0,0.04,0.19,6.46,8.44
494325754,10.30,5.16,25.70,82,0,0.04,0.25,7.21,8.44
494176563,19.46,7.48,25.70,82,0,0.08,0.36,7.21,8.44
738438308,11.10,9.57,25.70,82,0,0.04,0.46,7.21,8.44
320816971,7.20,4.16,28.46,82,0,0.03,0.20,8.05,8.44
46513486,24.93,6.63,28.55,82,0,0.10,0.32,8.07,8.44
384989621,17.74,8.84,28.55,82,0,0.07,0.43,8.07,8.44
493894189,39.67,10.61,28.73,82,0,0.16,0.52,8.13,8.44
31029677,26.00,5.31,29.48,82,0,0.10,0.26,8.36,8.44
467799322,20.97,10.26,16.26,81,0,0.08,0.50,4.33,8.46
140126145,8.32,3.53,16.78,81,0,0.03,0.17,4.49,8.46
187481398,5.10,4.92,19.47,81,0,0.02,0.24,5.31,8.46
96073624,16.89,7.37,20.98,81,0,0.07,0.36,5.77,8.46
749332174,10.69,3.47,22.48,81,0,0.04,0.17,6.23,8.46
745193438,5.52,3.42,25.20,81,0,0.02,0.16,7.05,8.46
96073599,9.21,3.64,25.70,81,0,0.04,0.17,7.21,8.46
1020706319,12.15,4.02,25.70,81,0,0.05,0.19,7.21,8.46
1020706323,12.31,4.05,25.70,81,0,0.05,0.19,7.21,8.46
1021387215,10.38,4.13,28.45,81,0,0.04,0.20,8.04,8.46
619381758,7.10,3.41,28.46,81,0,0.03,0.16,8.05,8.46
51269814,8.62,3.96,19.47,80,0,0.03,0.19,5.31,8.48
734742290,6.19,3.53,21.94,80,0,0.02,0.17,6.06,8.48
403241947,5.23,3.56,21.94,80,0,0.02,0.17,6.06,8.48
494592351,6.36,3.66,21.94,80,0,0.03,0.17,6.06,8.48
383754672,53.20,12.18,23.27,80,0,0.21,0.59,6.47,8.48
254512504,8.60,4.63,25.70,80,0,0.03,0.22,7.21,8.48
207606991,10.26,5.70,25.70,80,0,0.04,0.27,7.21,8.48
132452812,20.48,7.36,25.70,80,0,0.08,0.36,7.21,8.48
236690712,22.86,5.23,28.28,80,0,0.09,0.25,7.99,8.48
535899933,5.85,3.55,28.46,80,0,0.02,0.17,8.05,8.48
446961815,16.13,4.49,16.26,79,0,0.06,0.22,4.33,8.50
770860919,11.74,5.34,16.26,79,0,0.05,0.26,4.33,8.50
133758979,11.75,8.73,18.62,79,0,0.05,0.42,5.05,8.50
48932597,8.88,2.84,21.94,79,0,0.04,0.13,6.06,8.50
435430971,7.44,3.48,21.94,79,0,0.03,0.17,6.06,8.50
49397289,10.16,3.50,21.94,79,0,0.04,0.17,6.06,8.50
490280554,9.62,3.51,21.94,79,0,0.04,0.17,6.06,8.50
255394019,13.49,4.52,28.45,79,0,0.05,0.22,8.04,8.50
140355303,7.07,3.16,11.61,78,0,0.03,0.15,2.91,8.52
435594437,10.35,4.78,18.18,78,0,0.04,0.23,4.92,8.52
136524843,23.71,9.32,18.62,78,0,0.09,0.45,5.05,8.52
497338470,18.77,5.01,19.30,78,0,0.07,0.24,5.26,8.52
497338469,18.02,5.20,19.30,78,0,0.07,0.25,5.26,8.52
90342306,9.25,3.75,20.56,78,0,0.04,0.18,5.64,8.52
453496485,5.85,3.06,20.83,78,0,0.02,0.15,5.72,8.52
133976154,9.93,4.55,25.70,78,0,0.04,0.22,7.21,8.52
235579353,22.80,6.32,28.45,78,0,0.09,0.31,8.04,8.52
875061530,37.48,12.00,28.99,78,0,0.15,0.58,8.21,8.52
130306163,9.96,4.37,11.61,77,0,0.04,0.21,2.91,8.54
486400873,10.69,4.59,18.18,77,0,0.04,0.22,4.92,8.54
223944294,5.89,5.95,18.62,77,0,0.02,0.29,5.05,8.54
477870146,20.86,10.15,19.30,77,0,0.08,0.49,5.26,8.54
180202531,5.81,4.01,21.94,77,0,0.02,0.19,6.06,8.54
48927859,9.20,4.28,21.94,77,0,0.04,0.20,6.06,8.54
754990866,10.46,4.71,21.98,77,0,0.04,0.23,6.07,8.54
216653205,10.56,4.99,23.54,77,0,0.04,0.24,6.55,8.54
236000459,9.46,3.26,25.70,77,0,0.04,0.16,7.21,8.54
49133458,14.96,4.07,28.45,77,0,0.06,0.19,8.04,8.54
435594436,10.04,3.30,28.46,77,0,0.04,0.16,8.05,8.54
453495825,7.93,3.39,28.46,77,0,0.03,0.16,8.05,8.54
372947641,6.38,4.79,28.46,77,0,0.03,0.23,8.05,8.54
30921534,18.12,3.88,29.48,77,0,0.07,0.19,8.36,8.54
136524840,33.15,9.20,31.39,77,0,0.13,0.45,8.94,8.54
1007090945,8.92,10.06,11.61,76,0,0.04,0.49,2.91,8.56
310658646,18.32,6.96,13.30,76,0,0.07,0.34,3.43,8.56
235586653,14.96,4.94,16.26,76,0,0.06,0.24,4.33,8.56
435456365,8.33,3.67,17.00,76,0,0.03,0.18,4.56,8.56
154317411,24.21,5.16,18.26,76,0,0.10,0.25,4.94,8.56
483020111,6.41,3.21,20.83,76,0,0.03,0.15,5.72,8.56
581476738,6.21,4.75,21.94,76,0,0.02,0.23,6.06,8.56
911805669,9.46,3.09,21.98,76,0,0.04,0.15,6.07,8.56
161705456,17.64,3.71,24.31,76,0,0.07,0.18,6.78,8.56
858150648,13.03,5.11,25.35,76,0,0.05,0.25,7.10,8.56
794940653,42.00,10.08,27.89,76,0,0.17,0.49,7.87,8.56
232005126,9.30,2.64,28.46,76,0,0.04,0.12,8.05,8.56
383961554,32.26,6.53,28.73,76,0,0.13,0.32,8.13,8.56
542412971,4.47,5.77,31.39,76,0,0.02,0.28,8.94,8.56
1013677763,7.90,2.70,13.21,75,0,0.03,0.13,3.40,8.58
734694850,9.53,3.22,13.21,75,0,0.04,0.15,3.40,8.58
130303647,12.70,3.24,13.26,75,0,0.05,0.15,3.41,8.58
31517986,9.08,3.20,17.01,75,0,0.04,0.15,4.56,8.58
180345483,8.92,2.24,18.18,75,0,0.04,0.11,4.92,8.58
294267740,6.84,2.91,18.18,75,0,0.03,0.14,4.92,8.58
383051728,23.55,6.79,18.26,75,0,0.09,0.33,4.94,8.58
435276222,4.23,5.69,21.94,75,0,0.02,0.27,6.06,8.58
238701023,6.04,7.43,21.94,75,0,0.02,0.36,6.06,8.58
363220211,10.04,3.16,25.70,75,0,0.04,0.15,7.21,8.58
607226681,9.83,5.47,25.70,75,0,0.04,0.26,7.21,8.58
734693389,21.76,8.19,31.39,75,0,0.09,0.40,8.94,8.58
1106775266,4.11,3.28,11.61,74,0,0.02,0.16,2.91,8.60
96075195,5.19,1.92,13.21,74,0,0.02,0.09,3.40,8.60
50905193,11.68,3.74,13.26,74,0,0.05,0.18,3.41,8.60
277902973,9.96,3.31,18.18,74,0,0.04,0.16,4.92,8.60
564635639,9.00,3.93,18.62,74,0,0.04,0.19,5.05,8.60
644306252,32.90,6.47,21.84,74,0,0.13,0.31,6.03,8.60
49015824,3.86,2.50,21.94,74,0,0.02,0.12,6.06,8.60
48893725,7.48,3.88,21.94,74,0,0.03,0.19,6.06,8.60
289334185,10.51,3.05,22.48,74,0,0.04,0.14,6.23,8.60
1169324794,8.35,4.39,25.70,74,0,0.03,0.21,7.21,8.60
1030370661,8.23,3.57,28.46,74,0,0.03,0.17,8.05,8.60
754729210,7.08,4.39,28.46,74,0,0.03,0.21,8.05,8.60
734693387,1.40,3.56,31.39,74,0,0.01,0.17,8.94,8.60
90346583,8.76,3.70,11.61,73,0,0.03,0.18,2.91,8.61
1013708806,17.32,4.55,15.09,73,0,0.07,0.22,3.97,8.61
632712480,24.28,6.04,15.09,73,0,0.10,0.29,3.97,8.61
191523678,14.04,6.58,16.26,73,0,0.06,0.32,4.33,8.61
438428962,11.15,3.46,18.18,73,0,0.04,0.16,4.92,8.61
29548192,6.42,3.97,19.47,73,0,0.03,0.19,5.31,8.61
435289862,7.96,2.82,20.83,73,0,0.03,0.13,5.72,8.61
581460276,9.26,4.40,21.94,73,0,0.04,0.21,6.06,8.61
475823421,9.07,6.01,23.24,73,0,0.04,0.29,6.46,8.61
469893271,21.80,8.65,25.26,73,0,0.09,0.42,7.07,8.61
65729738,15.42,5.46,25.70,73,0,0.06,0.26,7.21,8.61
535911857,6.32,3.70,28.46,73,0,0.02,0.18,8.05,8.61
798821138,15.71,4.72,15.09,72,0,0.06,0.23,3.97,8.63
51808239,24.25,4.06,18.26,72,0,0.10,0.19,4.94,8.63
798444199,3.64,4.76,18.62,72,0,0.01,0.23,5.05,8.63
722738523,8.26,4.27,18.78,72,0,0.03,0.20,5.10,8.63
622916309,26.94,6.77,19.30,72,0,0.11,0.33,5.26,8.63
216707170,8.39,6.17,19.47,72,0,0.03,0.30,5.31,8.63
1018495168,11.46,3.76,23.24,72,0,0.05,0.18,6.46,8.63
49133456,13.42,5.77,28.45,72,0,0.05,0.28,8.04,8.63
190142881,8.15,3.83,28.46,72,0,0.03,0.18,8.05,8.63
460008798,19.00,6.50,29.48,72,0,0.08,0.31,8.36,8.63
475814570,9.22,4.19,16.26,71,0,0.04,0.20,4.33,8.65
798201247,8.60,3.09,17.00,71,0,0.03,0.15,4.56,8.65
849278165,2.45,4.33,18.62,71,0,0.01,0.21,5.05,8.65
991842527,14.40,8.89,18.62,71,0,0.06,0.43,5.05,8.65
